Name,Year,Gender,State,Count
Ashley,1997,F,AK,45
Abigail,1997,F,AK,32
Alyssa,1997,F,AK,32
Amanda,1997,F,AK,28
Amber,1997,F,AK,27
Alexis,1997,F,AK,25
Alexandra,1997,F,AK,20
Anna,1997,F,AK,20
Allison,1997,F,AK,19
Alicia,1997,F,AK,12
Angela,1997,F,AK,12
Angel,1997,F,AK,9
Ariel,1997,F,AK,9
Ashlyn,1997,F,AK,9
Adriana,1997,F,AK,7
Alexandria,1997,F,AK,7
Anastasia,1997,F,AK,7
Andrea,1997,F,AK,7
Angelica,1997,F,AK,7
April,1997,F,AK,7
Arianna,1997,F,AK,7
Aurora,1997,F,AK,7
Autumn,1997,F,AK,7
Alice,1997,F,AK,6
Amelia,1997,F,AK,6
Amy,1997,F,AK,6
Ashleigh,1997,F,AK,6
Adrianna,1997,F,AK,5
Alexa,1997,F,AK,5
Alissa,1997,F,AK,5
Annie,1997,F,AK,5
Alyssa,1998,F,AK,46
Ashley,1998,F,AK,43
Alexis,1998,F,AK,33
Amber,1998,F,AK,30
Amanda,1998,F,AK,24
Abigail,1998,F,AK,19
Autumn,1998,F,AK,19
Alexandra,1998,F,AK,17
Amy,1998,F,AK,17
Anna,1998,F,AK,17
Alicia,1998,F,AK,12
Andrea,1998,F,AK,12
Alexandria,1998,F,AK,11
Alexa,1998,F,AK,10
Allison,1998,F,AK,10
Amelia,1998,F,AK,10
Angela,1998,F,AK,9
Aurora,1998,F,AK,9
Annie,1998,F,AK,8
Ariel,1998,F,AK,8
Audrey,1998,F,AK,7
Anastasia,1998,F,AK,6
Ariana,1998,F,AK,6
Arianna,1998,F,AK,6
Alanna,1998,F,AK,5
Angelica,1998,F,AK,5
Aubrey,1998,F,AK,5
Ava,1998,F,AK,5
Ashley,1999,F,AK,40
Alexis,1999,F,AK,32
Amber,1999,F,AK,23
Amanda,1999,F,AK,21
Anna,1999,F,AK,21
Alexandra,1999,F,AK,20
Abigail,1999,F,AK,19
Alyssa,1999,F,AK,17
Audrey,1999,F,AK,15
Autumn,1999,F,AK,14
Alexandria,1999,F,AK,13
Allison,1999,F,AK,13
Aurora,1999,F,AK,13
Ariel,1999,F,AK,11
Arianna,1999,F,AK,9
Andrea,1999,F,AK,8
April,1999,F,AK,8
Amy,1999,F,AK,7
Angel,1999,F,AK,7
Ashlyn,1999,F,AK,7
Alicia,1999,F,AK,6
Amelia,1999,F,AK,6
Angelica,1999,F,AK,6
Ariana,1999,F,AK,6
Aaliyah,1999,F,AK,5
Alison,1999,F,AK,5
Angela,1999,F,AK,5
Avery,1999,F,AK,5
Ashley,2000,F,AK,36
Anna,2000,F,AK,34
Alyssa,2000,F,AK,31
Abigail,2000,F,AK,28
Alexis,2000,F,AK,23
Amber,2000,F,AK,22
Alexandra,2000,F,AK,16
Amanda,2000,F,AK,16
Audrey,2000,F,AK,16
Allison,2000,F,AK,14
Andrea,2000,F,AK,11
Ariana,2000,F,AK,11
Aurora,2000,F,AK,11
Autumn,2000,F,AK,10
Alexandria,2000,F,AK,9
Angel,2000,F,AK,9
Angela,2000,F,AK,9
Amy,2000,F,AK,8
Angelina,2000,F,AK,8
Adrianna,2000,F,AK,5
Alicia,2000,F,AK,5
Alison,2000,F,AK,5
Alissa,2000,F,AK,5
Ariel,2000,F,AK,5
Ashleigh,2000,F,AK,5
Ashlyn,2000,F,AK,5
Ashley,2001,F,AK,40
Abigail,2001,F,AK,39
Alexis,2001,F,AK,27
Alyssa,2001,F,AK,27
Anna,2001,F,AK,24
Amber,2001,F,AK,23
Autumn,2001,F,AK,17
Amanda,2001,F,AK,16
Audrey,2001,F,AK,12
Alexandra,2001,F,AK,11
Alexia,2001,F,AK,11
Aurora,2001,F,AK,11
Amy,2001,F,AK,10
Adriana,2001,F,AK,9
Allison,2001,F,AK,9
Andrea,2001,F,AK,9
Angela,2001,F,AK,9
Arianna,2001,F,AK,9
Alexandria,2001,F,AK,8
Angel,2001,F,AK,7
Ariana,2001,F,AK,7
Ashlyn,2001,F,AK,7
Abby,2001,F,AK,6
Adeline,2001,F,AK,6
Alicia,2001,F,AK,6
Angelina,2001,F,AK,6
Annie,2001,F,AK,6
Ariel,2001,F,AK,6
Ashlee,2001,F,AK,6
Aubrey,2001,F,AK,6
Aaliyah,2001,F,AK,5
Alanna,2001,F,AK,5
Alisha,2001,F,AK,5
Alissa,2001,F,AK,5
Alexis,2002,F,AK,34
Ashley,2002,F,AK,34
Abigail,2002,F,AK,27
Anna,2002,F,AK,25
Alyssa,2002,F,AK,22
Amanda,2002,F,AK,17
Aurora,2002,F,AK,17
Allison,2002,F,AK,14
Autumn,2002,F,AK,14
Amber,2002,F,AK,13
Audrey,2002,F,AK,13
Andrea,2002,F,AK,12
Angel,2002,F,AK,12
Alexia,2002,F,AK,11
Angelina,2002,F,AK,10
Alexa,2002,F,AK,9
Alexandra,2002,F,AK,9
Alicia,2002,F,AK,9
Ayla,2002,F,AK,8
Aaliyah,2002,F,AK,7
Ariana,2002,F,AK,7
Ashlyn,2002,F,AK,7
Aubrey,2002,F,AK,7
Ava,2002,F,AK,7
Alana,2002,F,AK,6
Alexandria,2002,F,AK,6
Alice,2002,F,AK,6
Alison,2002,F,AK,6
Angela,2002,F,AK,6
Annika,2002,F,AK,6
Ariel,2002,F,AK,6
Amelia,2002,F,AK,5
Anya,2002,F,AK,5
Alexis,2003,F,AK,31
Abigail,2003,F,AK,29
Alyssa,2003,F,AK,28
Ashley,2003,F,AK,25
Anna,2003,F,AK,23
Angelina,2003,F,AK,17
Alexandra,2003,F,AK,15
Allison,2003,F,AK,14
Ava,2003,F,AK,14
Amanda,2003,F,AK,13
Audrey,2003,F,AK,13
Aurora,2003,F,AK,13
Amber,2003,F,AK,12
Ariana,2003,F,AK,12
Autumn,2003,F,AK,12
Annika,2003,F,AK,11
Aaliyah,2003,F,AK,10
Andrea,2003,F,AK,10
Angela,2003,F,AK,10
Amelia,2003,F,AK,9
Arianna,2003,F,AK,9
Avery,2003,F,AK,8
Alana,2003,F,AK,7
Alexandria,2003,F,AK,7
Angel,2003,F,AK,7
Ashlynn,2003,F,AK,7
Alexia,2003,F,AK,6
Alicia,2003,F,AK,6
Amara,2003,F,AK,6
Amy,2003,F,AK,6
Addison,2003,F,AK,5
Aiyana,2003,F,AK,5
Alexandrea,2003,F,AK,5
Alice,2003,F,AK,5
Aliyah,2003,F,AK,5
Amaya,2003,F,AK,5
Ana,2003,F,AK,5
Anika,2003,F,AK,5
Ashlyn,2003,F,AK,5
Aubrey,2003,F,AK,5
Abigail,2004,F,AK,37
Alyssa,2004,F,AK,29
Alexis,2004,F,AK,27
Anna,2004,F,AK,26
Ava,2004,F,AK,23
Ashley,2004,F,AK,16
Aurora,2004,F,AK,15
Angel,2004,F,AK,14
Alexandra,2004,F,AK,13
Allison,2004,F,AK,13
Audrey,2004,F,AK,13
Arianna,2004,F,AK,12
Avery,2004,F,AK,12
Aaliyah,2004,F,AK,10
Amber,2004,F,AK,10
Angelina,2004,F,AK,10
Amanda,2004,F,AK,9
Amelia,2004,F,AK,9
Aubrey,2004,F,AK,8
Alexandria,2004,F,AK,7
Angela,2004,F,AK,7
Annika,2004,F,AK,7
Ashlyn,2004,F,AK,7
Autumn,2004,F,AK,7
Ayla,2004,F,AK,7
Allie,2004,F,AK,6
Anika,2004,F,AK,6
Ariana,2004,F,AK,6
Athena,2004,F,AK,6
Adrianna,2004,F,AK,5
Alice,2004,F,AK,5
Aliyah,2004,F,AK,5
Amaya,2004,F,AK,5
Anastasia,2004,F,AK,5
Angelica,2004,F,AK,5
Ashlee,2004,F,AK,5
Abigail,2005,F,AK,33
Alexis,2005,F,AK,27
Anna,2005,F,AK,27
Ava,2005,F,AK,26
Alyssa,2005,F,AK,19
Ashley,2005,F,AK,17
Ariana,2005,F,AK,13
Arianna,2005,F,AK,13
Ashlyn,2005,F,AK,12
Alexandra,2005,F,AK,11
Andrea,2005,F,AK,11
Aubrey,2005,F,AK,11
Aurora,2005,F,AK,11
Autumn,2005,F,AK,11
Allison,2005,F,AK,10
Aaliyah,2005,F,AK,9
Alicia,2005,F,AK,9
Amanda,2005,F,AK,9
Angelina,2005,F,AK,9
Audrey,2005,F,AK,9
Avery,2005,F,AK,9
Alana,2005,F,AK,8
Alexandria,2005,F,AK,8
Amelia,2005,F,AK,8
Anastasia,2005,F,AK,8
Amber,2005,F,AK,7
Angel,2005,F,AK,7
Angela,2005,F,AK,7
Abby,2005,F,AK,6
Addison,2005,F,AK,6
Alexa,2005,F,AK,6
Alexia,2005,F,AK,6
Ariel,2005,F,AK,6
Adrianna,2005,F,AK,5
Alaina,2005,F,AK,5
Aleah,2005,F,AK,5
Alison,2005,F,AK,5
Amaya,2005,F,AK,5
Annie,2005,F,AK,5
Ava,2006,F,AK,35
Abigail,2006,F,AK,28
Alyssa,2006,F,AK,28
Alexis,2006,F,AK,20
Addison,2006,F,AK,19
Allison,2006,F,AK,18
Anna,2006,F,AK,16
Ariana,2006,F,AK,15
Arianna,2006,F,AK,14
Ashley,2006,F,AK,13
Audrey,2006,F,AK,13
Amelia,2006,F,AK,12
Angel,2006,F,AK,12
Aurora,2006,F,AK,11
Alexandra,2006,F,AK,10
Anya,2006,F,AK,10
Aubrey,2006,F,AK,10
Angelina,2006,F,AK,9
Alana,2006,F,AK,8
Amy,2006,F,AK,8
Angela,2006,F,AK,8
Ashlyn,2006,F,AK,8
Autumn,2006,F,AK,8
Adrianna,2006,F,AK,7
Alexandria,2006,F,AK,7
Amaya,2006,F,AK,7
Ashlynn,2006,F,AK,7
Aspen,2006,F,AK,7
Ayla,2006,F,AK,7
Aaliyah,2006,F,AK,6
Adeline,2006,F,AK,6
Adriana,2006,F,AK,6
Alexa,2006,F,AK,6
Allie,2006,F,AK,6
Anastasia,2006,F,AK,6
Avery,2006,F,AK,5
Ava,2007,F,AK,42
Abigail,2007,F,AK,41
Alyssa,2007,F,AK,32
Addison,2007,F,AK,22
Alexis,2007,F,AK,22
Anna,2007,F,AK,21
Ashley,2007,F,AK,21
Aurora,2007,F,AK,19
Adriana,2007,F,AK,15
Aaliyah,2007,F,AK,14
Audrey,2007,F,AK,14
Allison,2007,F,AK,13
Autumn,2007,F,AK,13
Aubrey,2007,F,AK,12
Alana,2007,F,AK,11
Ashlyn,2007,F,AK,11
Amelia,2007,F,AK,10
Angelina,2007,F,AK,10
Adrianna,2007,F,AK,9
Aliyah,2007,F,AK,9
Ariana,2007,F,AK,9
Arianna,2007,F,AK,9
Alexa,2007,F,AK,8
Avery,2007,F,AK,8
Alayna,2007,F,AK,7
Alexandra,2007,F,AK,7
Alexandria,2007,F,AK,7
Amber,2007,F,AK,7
Anastasia,2007,F,AK,7
Andrea,2007,F,AK,7
Angel,2007,F,AK,7
Amanda,2007,F,AK,6
Ashlynn,2007,F,AK,6
Alaina,2007,F,AK,5
Alice,2007,F,AK,5
Alisa,2007,F,AK,5
Amara,2007,F,AK,5
Ariel,2007,F,AK,5
Athena,2007,F,AK,5
Ayla,2007,F,AK,5
Ava,2008,F,AK,40
Abigail,2008,F,AK,39
Alyssa,2008,F,AK,33
Aurora,2008,F,AK,26
Autumn,2008,F,AK,24
Alexis,2008,F,AK,22
Anna,2008,F,AK,21
Addison,2008,F,AK,17
Amelia,2008,F,AK,17
Allison,2008,F,AK,15
Audrey,2008,F,AK,14
Avery,2008,F,AK,14
Aubrey,2008,F,AK,12
Angelina,2008,F,AK,11
Arianna,2008,F,AK,11
Ashley,2008,F,AK,11
Aaliyah,2008,F,AK,10
Amber,2008,F,AK,10
Alexandra,2008,F,AK,9
Andrea,2008,F,AK,9
Ariana,2008,F,AK,9
Ayla,2008,F,AK,9
Alivia,2008,F,AK,8
Amanda,2008,F,AK,8
Ashlyn,2008,F,AK,8
Alexa,2008,F,AK,7
Alexia,2008,F,AK,7
Alicia,2008,F,AK,7
Angel,2008,F,AK,7
Alice,2008,F,AK,6
Aliyah,2008,F,AK,6
Alora,2008,F,AK,6
Annabelle,2008,F,AK,6
Aryanna,2008,F,AK,6
Alaina,2008,F,AK,5
Alissa,2008,F,AK,5
Anastasia,2008,F,AK,5
Angelica,2008,F,AK,5
Abigail,2009,F,AK,43
Ava,2009,F,AK,41
Alexis,2009,F,AK,24
Aurora,2009,F,AK,22
Alyssa,2009,F,AK,20
Anna,2009,F,AK,20
Avery,2009,F,AK,18
Addison,2009,F,AK,17
Autumn,2009,F,AK,17
Aubrey,2009,F,AK,16
Amelia,2009,F,AK,14
Aaliyah,2009,F,AK,13
Allison,2009,F,AK,13
Alexandria,2009,F,AK,11
Ariana,2009,F,AK,11
Arianna,2009,F,AK,11
Audrey,2009,F,AK,11
Alexandra,2009,F,AK,9
Angela,2009,F,AK,9
Athena,2009,F,AK,9
Adeline,2009,F,AK,8
Alana,2009,F,AK,8
Alivia,2009,F,AK,7
Amy,2009,F,AK,7
Andrea,2009,F,AK,7
Annabelle,2009,F,AK,7
Ashley,2009,F,AK,7
Ashlynn,2009,F,AK,7
Alaina,2009,F,AK,6
Anastasia,2009,F,AK,6
Anya,2009,F,AK,6
Adrianna,2009,F,AK,5
Alexia,2009,F,AK,5
Aliyah,2009,F,AK,5
Amaya,2009,F,AK,5
Aniya,2009,F,AK,5
Aria,2009,F,AK,5
Ashlyn,2009,F,AK,5
Ava,2010,F,AK,33
Abigail,2010,F,AK,30
Alyssa,2010,F,AK,25
Amelia,2010,F,AK,25
Arianna,2010,F,AK,24
Anna,2010,F,AK,22
Avery,2010,F,AK,19
Addison,2010,F,AK,17
Aurora,2010,F,AK,17
Alexis,2010,F,AK,16
Audrey,2010,F,AK,16
Autumn,2010,F,AK,16
Aubrey,2010,F,AK,15
Ariana,2010,F,AK,13
Allison,2010,F,AK,12
Ashley,2010,F,AK,11
Adrianna,2010,F,AK,10
Angelina,2010,F,AK,9
Ashlyn,2010,F,AK,9
Ashlynn,2010,F,AK,9
Aaliyah,2010,F,AK,8
Ayla,2010,F,AK,8
Alexandra,2010,F,AK,7
Alice,2010,F,AK,7
Amy,2010,F,AK,7
Anastasia,2010,F,AK,7
Alana,2010,F,AK,6
Alexandria,2010,F,AK,6
Annabella,2010,F,AK,6
Aria,2010,F,AK,6
Alayna,2010,F,AK,5
Alicia,2010,F,AK,5
Aliyah,2010,F,AK,5
Amber,2010,F,AK,5
Andrea,2010,F,AK,5
Annabelle,2010,F,AK,5
Annie,2010,F,AK,5
Annika,2010,F,AK,5
Audrina,2010,F,AK,5
Ava,2011,F,AK,43
Abigail,2011,F,AK,32
Amelia,2011,F,AK,30
Aurora,2011,F,AK,26
Anna,2011,F,AK,22
Alyssa,2011,F,AK,19
Audrey,2011,F,AK,19
Aubrey,2011,F,AK,18
Addison,2011,F,AK,17
Alice,2011,F,AK,14
Autumn,2011,F,AK,14
Avery,2011,F,AK,13
Aaliyah,2011,F,AK,12
Alexis,2011,F,AK,12
Arianna,2011,F,AK,12
Alaina,2011,F,AK,11
Aliyah,2011,F,AK,11
Aria,2011,F,AK,10
Ariana,2011,F,AK,10
Alexandria,2011,F,AK,8
Allison,2011,F,AK,8
Annabelle,2011,F,AK,8
Ashlynn,2011,F,AK,8
Aubree,2011,F,AK,8
Ayla,2011,F,AK,8
Alina,2011,F,AK,7
Alivia,2011,F,AK,7
Ashlyn,2011,F,AK,7
Abby,2011,F,AK,6
Adalyn,2011,F,AK,6
Anastasia,2011,F,AK,6
Angelina,2011,F,AK,6
Ashley,2011,F,AK,6
Adrianna,2011,F,AK,5
Andrea,2011,F,AK,5
Anya,2011,F,AK,5
Arabella,2011,F,AK,5
Athena,2011,F,AK,5
Abigail,2012,F,AK,38
Ava,2012,F,AK,32
Amelia,2012,F,AK,22
Addison,2012,F,AK,20
Aurora,2012,F,AK,19
Avery,2012,F,AK,19
Audrey,2012,F,AK,17
Aria,2012,F,AK,16
Aubree,2012,F,AK,16
Autumn,2012,F,AK,16
Alyssa,2012,F,AK,13
Aaliyah,2012,F,AK,12
Aubrey,2012,F,AK,12
Alexis,2012,F,AK,11
Allison,2012,F,AK,11
Ariana,2012,F,AK,11
Anna,2012,F,AK,10
Adalyn,2012,F,AK,9
Alice,2012,F,AK,9
Annabelle,2012,F,AK,9
Ariel,2012,F,AK,9
Adrianna,2012,F,AK,8
Angel,2012,F,AK,8
Ashley,2012,F,AK,8
Ashlynn,2012,F,AK,8
Ayla,2012,F,AK,8
Adeline,2012,F,AK,7
Alaina,2012,F,AK,7
Annika,2012,F,AK,7
Arianna,2012,F,AK,7
Adelaide,2012,F,AK,6
Alana,2012,F,AK,6
Alexandra,2012,F,AK,6
Amber,2012,F,AK,6
Amy,2012,F,AK,6
Aspen,2012,F,AK,6
Alexandria,2012,F,AK,5
Alivia,2012,F,AK,5
Allie,2012,F,AK,5
Angela,2012,F,AK,5
Arabella,2012,F,AK,5
Ariella,2012,F,AK,5
Abigail,2013,F,AK,39
Ava,2013,F,AK,31
Avery,2013,F,AK,30
Amelia,2013,F,AK,29
Aurora,2013,F,AK,27
Addison,2013,F,AK,26
Aria,2013,F,AK,22
Audrey,2013,F,AK,22
Aubrey,2013,F,AK,21
Alexis,2013,F,AK,17
Allison,2013,F,AK,16
Alice,2013,F,AK,15
Autumn,2013,F,AK,15
Anna,2013,F,AK,14
Aaliyah,2013,F,AK,11
Arianna,2013,F,AK,11
Adalyn,2013,F,AK,10
Angel,2013,F,AK,10
Annabelle,2013,F,AK,10
Alyssa,2013,F,AK,9
Ariana,2013,F,AK,9
Aliyah,2013,F,AK,8
Ariel,2013,F,AK,8
Athena,2013,F,AK,8
Aubree,2013,F,AK,8
Ayla,2013,F,AK,8
Alexandra,2013,F,AK,7
Alexandria,2013,F,AK,7
Andrea,2013,F,AK,7
Aliya,2013,F,AK,6
Anastasia,2013,F,AK,6
Annie,2013,F,AK,6
Arya,2013,F,AK,6
Ashley,2013,F,AK,6
Ashlynn,2013,F,AK,6
Adelynn,2013,F,AK,5
Alexa,2013,F,AK,5
Allie,2013,F,AK,5
Ally,2013,F,AK,5
Amber,2013,F,AK,5
April,2013,F,AK,5
Ariah,2013,F,AK,5
Aurora,2014,F,AK,35
Abigail,2014,F,AK,32
Avery,2014,F,AK,32
Amelia,2014,F,AK,29
Ava,2014,F,AK,24
Aria,2014,F,AK,23
Annabelle,2014,F,AK,22
Aubrey,2014,F,AK,20
Anna,2014,F,AK,18
Addison,2014,F,AK,17
Audrey,2014,F,AK,16
Athena,2014,F,AK,14
Aaliyah,2014,F,AK,12
Alyssa,2014,F,AK,12
Ariana,2014,F,AK,12
Autumn,2014,F,AK,12
Alice,2014,F,AK,11
Arianna,2014,F,AK,11
Aubree,2014,F,AK,11
Alexis,2014,F,AK,10
Allison,2014,F,AK,10
Amara,2014,F,AK,9
Andrea,2014,F,AK,9
Ashley,2014,F,AK,8
Aliyah,2014,F,AK,7
Adalyn,2014,F,AK,6
Adelaide,2014,F,AK,6
Alayna,2014,F,AK,6
Alivia,2014,F,AK,6
Ana,2014,F,AK,6
Ariel,2014,F,AK,6
Ada,2014,F,AK,5
Adalynn,2014,F,AK,5
Alana,2014,F,AK,5
Alexandria,2014,F,AK,5
Alina,2014,F,AK,5
Amia,2014,F,AK,5
Arabella,2014,F,AK,5
Arya,2014,F,AK,5
Ayla,2014,F,AK,5
Austin,1997,M,AK,48
Andrew,1997,M,AK,47
Alexander,1997,M,AK,42
Anthony,1997,M,AK,41
Aaron,1997,M,AK,29
Adam,1997,M,AK,14
Alec,1997,M,AK,11
Alex,1997,M,AK,9
Antonio,1997,M,AK,7
Alonzo,1997,M,AK,6
Arthur,1997,M,AK,6
Aidan,1997,M,AK,5
Andrew,1998,M,AK,55
Austin,1998,M,AK,52
Alexander,1998,M,AK,47
Anthony,1998,M,AK,37
Aaron,1998,M,AK,24
Adam,1998,M,AK,17
Alex,1998,M,AK,12
Alec,1998,M,AK,10
Antonio,1998,M,AK,10
Adrian,1998,M,AK,8
Alfred,1998,M,AK,7
Abraham,1998,M,AK,6
Aidan,1998,M,AK,5
Albert,1998,M,AK,5
Allen,1998,M,AK,5
Alexander,1999,M,AK,55
Andrew,1999,M,AK,46
Austin,1999,M,AK,45
Anthony,1999,M,AK,42
Aaron,1999,M,AK,25
Adam,1999,M,AK,13
Aidan,1999,M,AK,12
Alex,1999,M,AK,11
Allen,1999,M,AK,7
Antonio,1999,M,AK,7
Alec,1999,M,AK,6
Arthur,1999,M,AK,6
Adrian,1999,M,AK,5
Avery,1999,M,AK,5
Andrew,2000,M,AK,54
Austin,2000,M,AK,40
Alexander,2000,M,AK,38
Anthony,2000,M,AK,27
Aaron,2000,M,AK,22
Adam,2000,M,AK,18
Aidan,2000,M,AK,12
Antonio,2000,M,AK,10
Aiden,2000,M,AK,8
Alex,2000,M,AK,8
Adrian,2000,M,AK,7
Avery,2000,M,AK,7
Alfred,2000,M,AK,5
Alexander,2001,M,AK,40
Andrew,2001,M,AK,33
Austin,2001,M,AK,30
Aaron,2001,M,AK,29
Anthony,2001,M,AK,28
Adam,2001,M,AK,19
Aidan,2001,M,AK,16
Alex,2001,M,AK,16
Aiden,2001,M,AK,9
Adrian,2001,M,AK,8
Ashton,2001,M,AK,6
Alec,2001,M,AK,5
Antonio,2001,M,AK,5
Arthur,2001,M,AK,5
Avery,2001,M,AK,5
Alexander,2002,M,AK,38
Andrew,2002,M,AK,38
Anthony,2002,M,AK,37
Austin,2002,M,AK,32
Aaron,2002,M,AK,22
Aidan,2002,M,AK,18
Aiden,2002,M,AK,12
Alex,2002,M,AK,11
Adam,2002,M,AK,9
Avery,2002,M,AK,7
Adrian,2002,M,AK,6
Arthur,2002,M,AK,5
Ashton,2002,M,AK,5
Alexander,2003,M,AK,41
Andrew,2003,M,AK,36
Aidan,2003,M,AK,34
Austin,2003,M,AK,27
Aiden,2003,M,AK,26
Anthony,2003,M,AK,22
Adam,2003,M,AK,16
Ashton,2003,M,AK,13
Alex,2003,M,AK,11
Aaron,2003,M,AK,10
Antonio,2003,M,AK,9
Ayden,2003,M,AK,9
Adrian,2003,M,AK,8
Andre,2003,M,AK,6
Alejandro,2003,M,AK,5
Allen,2003,M,AK,5
Angel,2003,M,AK,5
Arthur,2003,M,AK,5
Alexander,2004,M,AK,43
Anthony,2004,M,AK,38
Andrew,2004,M,AK,34
Aidan,2004,M,AK,33
Aiden,2004,M,AK,31
Ashton,2004,M,AK,30
Aaron,2004,M,AK,29
Austin,2004,M,AK,26
Adam,2004,M,AK,18
Alex,2004,M,AK,16
Adrian,2004,M,AK,11
Ayden,2004,M,AK,10
Andre,2004,M,AK,8
Antonio,2004,M,AK,6
Aiden,2005,M,AK,40
Andrew,2005,M,AK,40
Alexander,2005,M,AK,39
Aidan,2005,M,AK,32
Anthony,2005,M,AK,32
Austin,2005,M,AK,25
Aaron,2005,M,AK,23
Adam,2005,M,AK,15
Aden,2005,M,AK,15
Ashton,2005,M,AK,14
Avery,2005,M,AK,11
Alex,2005,M,AK,9
Antonio,2005,M,AK,9
Adrian,2005,M,AK,7
Alan,2005,M,AK,7
Arthur,2005,M,AK,7
Asher,2005,M,AK,6
Ayden,2005,M,AK,6
Abraham,2005,M,AK,5
Andrew,2006,M,AK,52
Alexander,2006,M,AK,45
Aiden,2006,M,AK,43
Aidan,2006,M,AK,33
Austin,2006,M,AK,25
Anthony,2006,M,AK,24
Adam,2006,M,AK,16
Aaron,2006,M,AK,14
Alex,2006,M,AK,12
Ashton,2006,M,AK,11
Adrian,2006,M,AK,8
Asher,2006,M,AK,8
Aden,2006,M,AK,7
Antonio,2006,M,AK,7
Aiden,2007,M,AK,58
Alexander,2007,M,AK,52
Andrew,2007,M,AK,35
Anthony,2007,M,AK,28
Austin,2007,M,AK,20
Aidan,2007,M,AK,16
Ayden,2007,M,AK,16
Adam,2007,M,AK,15
Aaron,2007,M,AK,14
Ashton,2007,M,AK,12
Adrian,2007,M,AK,9
Antonio,2007,M,AK,7
Asher,2007,M,AK,6
Alex,2007,M,AK,5
Avery,2007,M,AK,5
Aiden,2008,M,AK,48
Alexander,2008,M,AK,38
Andrew,2008,M,AK,34
Anthony,2008,M,AK,32
Aaron,2008,M,AK,26
Austin,2008,M,AK,22
Adam,2008,M,AK,20
Aidan,2008,M,AK,20
Ashton,2008,M,AK,18
Ayden,2008,M,AK,16
Adrian,2008,M,AK,11
Alex,2008,M,AK,7
Antonio,2008,M,AK,7
Alden,2008,M,AK,6
Albert,2008,M,AK,5
Allen,2008,M,AK,5
Aiden,2009,M,AK,42
Andrew,2009,M,AK,36
Anthony,2009,M,AK,29
Alexander,2009,M,AK,28
Aaron,2009,M,AK,21
Adam,2009,M,AK,19
Aidan,2009,M,AK,18
Ashton,2009,M,AK,16
Austin,2009,M,AK,16
Alex,2009,M,AK,14
Ayden,2009,M,AK,13
Asher,2009,M,AK,10
Avery,2009,M,AK,10
Adrian,2009,M,AK,9
August,2009,M,AK,7
Axel,2009,M,AK,5
Alexander,2010,M,AK,41
Aiden,2010,M,AK,33
Andrew,2010,M,AK,29
Anthony,2010,M,AK,23
Austin,2010,M,AK,19
Asher,2010,M,AK,15
Ashton,2010,M,AK,15
Aaron,2010,M,AK,14
Adam,2010,M,AK,12
Ayden,2010,M,AK,11
Aidan,2010,M,AK,10
Adrian,2010,M,AK,9
Axel,2010,M,AK,9
Arthur,2010,M,AK,8
Allen,2010,M,AK,6
Andre,2010,M,AK,6
Aden,2010,M,AK,5
Antonio,2010,M,AK,5
Archer,2010,M,AK,5
Aiden,2011,M,AK,35
Andrew,2011,M,AK,26
Aaron,2011,M,AK,23
Alexander,2011,M,AK,22
Anthony,2011,M,AK,18
Adam,2011,M,AK,15
Austin,2011,M,AK,14
Avery,2011,M,AK,12
Ayden,2011,M,AK,12
Asher,2011,M,AK,11
Ashton,2011,M,AK,9
Aidan,2011,M,AK,7
Adrian,2011,M,AK,6
Archer,2011,M,AK,6
Atticus,2011,M,AK,6
Andre,2011,M,AK,5
Alexander,2012,M,AK,32
Aiden,2012,M,AK,30
Andrew,2012,M,AK,24
Anthony,2012,M,AK,18
Aaron,2012,M,AK,16
Asher,2012,M,AK,15
Adam,2012,M,AK,12
Ashton,2012,M,AK,12
Alex,2012,M,AK,11
Adrian,2012,M,AK,10
Austin,2012,M,AK,10
Andre,2012,M,AK,7
Ari,2012,M,AK,7
Aden,2012,M,AK,6
Aidan,2012,M,AK,6
Apollo,2012,M,AK,6
Avery,2012,M,AK,6
Ayden,2012,M,AK,6
Abel,2012,M,AK,5
Abraham,2012,M,AK,5
Axel,2012,M,AK,5
Alexander,2013,M,AK,38
Aiden,2013,M,AK,31
Anthony,2013,M,AK,29
Andrew,2013,M,AK,24
Aaron,2013,M,AK,15
Austin,2013,M,AK,15
Adrian,2013,M,AK,13
Asher,2013,M,AK,12
Avery,2013,M,AK,12
Ayden,2013,M,AK,12
Adam,2013,M,AK,11
Archer,2013,M,AK,9
Ashton,2013,M,AK,7
Abel,2013,M,AK,6
Andre,2013,M,AK,6
Alex,2013,M,AK,5
Arthur,2013,M,AK,5
Atticus,2013,M,AK,5
Axel,2013,M,AK,5
Alexander,2014,M,AK,38
Asher,2014,M,AK,33
Aiden,2014,M,AK,27
Andrew,2014,M,AK,19
Austin,2014,M,AK,19
Anthony,2014,M,AK,15
Adam,2014,M,AK,13
Ashton,2014,M,AK,11
Avery,2014,M,AK,11
Abel,2014,M,AK,10
Aaron,2014,M,AK,8
August,2014,M,AK,8
Alex,2014,M,AK,7
Archer,2014,M,AK,7
Adrian,2014,M,AK,6
Augustus,2014,M,AK,6
Axel,2014,M,AK,6
Aidan,2014,M,AK,5
Alden,2014,M,AK,5
Angelo,2014,M,AK,5
Arthur,2014,M,AK,5
Atticus,2014,M,AK,5
Ashley,1997,F,AL,354
